queue_position,task_key,title,requirement_file,requirement_line,classification
450,03-core-business.md#T-03.04.03.03,"Green rule advanced mode: when rule is enabled, green quantity is derived from thermal quantity (not independently editable). When rule disabled, customer can freely set green quantity.",kanban/epics/03-core-business.md,282,unrecorded_before_furthest_merged_task
451,03-core-business.md#T-03.04.03.04,"When applied composition fails product limits (e.g. required green exceeds green max_kwh), the UI must explain the exact conflict. Never silently change the configured percentage.",kanban/epics/03-core-business.md,283,unrecorded_before_furthest_merged_task
452,03-core-business.md#T-03.04.04.01,Implement Jalali calendar period calculation functions:,kanban/epics/03-core-business.md,289,unrecorded_before_furthest_merged_task
453,03-core-business.md#T-03.04.04.02,"Handle 29-, 30-, and 31-day Jalali months correctly. Handle Jalali leap years.",kanban/epics/03-core-business.md,295,unrecorded_before_furthest_merged_task
454,03-core-business.md#T-03.04.04.03,"Current-week period starts at current time in Iran (not at Saturday 00:00 if already past it). Week boundaries use Iran official timezone, not customer's configured timezone.",kanban/epics/03-core-business.md,296,unrecorded_before_furthest_merged_task
455,03-core-business.md#T-03.04.04.04,"Current-month period: starts at current time, ends at first instant of following Jalali month. Next-month period: covers the full next month `[start_of_month, start_of_following_month)`.",kanban/epics/03-core-business.md,297,unrecorded_before_furthest_merged_task
456,03-core-business.md#T-03.05.01.01,"Customer UI: period type selector — ""Weekly"" or ""Monthly""",kanban/epics/03-core-business.md,314,unrecorded_before_furthest_merged_task
457,03-core-business.md#T-03.05.01.02,"Monthly period selector: dropdown with ""Current month"" and ""Next month"" (Jalali month names displayed). Pre-calculate and display exact start/end dates in Jalali and Gregorian.",kanban/epics/03-core-business.md,315,unrecorded_before_furthest_merged_task
458,03-core-business.md#T-03.05.01.03,"Weekly period selector: options for ""Current week"", ""Next week"", ""Week after next"" (max 2 weeks ahead). Display Saturday-to-Friday range in Jalali.",kanban/epics/03-core-business.md,316,unrecorded_before_furthest_merged_task
459,03-core-business.md#T-03.05.01.04,"Bill data integration adapter: `GET /bill-data/:profileId` — external API call to retrieve historical consumption. Returns hourly kwh data for available lookback period. Implement provider abstraction with failure handling: timeout, auth error, no data.",kanban/epics/03-core-business.md,317,unrecorded_before_furthest_merged_task
460,03-core-business.md#T-03.05.01.05,"Energy suggestion calculation: `suggestedKwh = avgHourlyConsumption × selectedPeriodHours`. Return `{ suggestedKwh, dataSource, dataPeriod, dataTimestamp, coverage}`.",kanban/epics/03-core-business.md,318,unrecorded_before_furthest_merged_task
461,03-core-business.md#T-03.05.01.06,"UI: show suggested quantity labeled ""Estimate"" with source, period coverage, and timestamp disclaimer. Editable input field.",kanban/epics/03-core-business.md,319,unrecorded_before_furthest_merged_task
462,03-core-business.md#T-03.05.01.07,"If bill data is unavailable/inaccessible/fails, customer enters kWh manually. Missing data never blocks manual entry. Show warning but allow proceed.",kanban/epics/03-core-business.md,320,unrecorded_before_furthest_merged_task
463,03-core-business.md#T-03.05.02.01,"UI: kWh input field with numeric validation, min/max based on thermal product limits. Simple mode — only thermal quantity is user-selectable.",kanban/epics/03-core-business.md,326,unrecorded_before_furthest_merged_task
464,03-core-business.md#T-03.05.02.02,"Real-time price preview API: `POST /electricity/preview/simple` — accepts period type, period selection, total kWh, gift code. Returns:",kanban/epics/03-core-business.md,327,unrecorded_before_furthest_merged_task
465,03-core-business.md#T-03.05.02.03,"Preview UI: display thermal/green breakdown, unit prices, subtotals, discount, VAT, total. Must disclose mandatory green composition and price of each component before submission.",kanban/epics/03-core-business.md,334,unrecorded_before_furthest_merged_task
466,03-core-business.md#T-03.05.02.04,"Gift code input with separate ""Apply"" action triggering validation API. Display validity and discount before submission. Re-validate atomically at submission.",kanban/epics/03-core-business.md,335,unrecorded_before_furthest_merged_task
467,03-core-business.md#T-03.05.03.01,`POST /electricity/orders/simple` — idempotent submission endpoint:,kanban/epics/03-core-business.md,341,unrecorded_before_furthest_merged_task
468,03-core-business.md#T-03.05.03.02,"Create `electricity_orders` table: `id` (UUIDv7), `profile_id` (FK), `type` (enum: `simple`, `advanced`), `status` (commercial state enum), `period_start`, `period_end`, `total_kwh`, `average_power_kw`, `green_rule_applied` (bool), `submitted_by` (FK to user — records the agent), `snapshot_data` (JSONB: prices, settings, composition), `created_at`, `updated_at`",kanban/epics/03-core-business.md,351,unrecorded_before_furthest_merged_task
469,03-core-business.md#T-03.05.03.03,"Create `electricity_order_lines` table: `id`, `order_id` (FK), `product_id` (FK), `quantity_kwh`, `unit_price`, `line_total`",kanban/epics/03-core-business.md,352,unrecorded_before_furthest_merged_task
470,03-core-business.md#T-03.05.03.04,"Create `electricity_contracts` table: `id`, `order_id` (FK), `contract_id` (FK — to Contracts module), `status` (draft/active/completed/cancelled/etc.)",kanban/epics/03-core-business.md,353,unrecorded_before_furthest_merged_task
471,03-core-business.md#T-03.05.03.05,Idempotency key required on submission. Retrying a timed-out request returns original result without creating duplicates.,kanban/epics/03-core-business.md,354,unrecorded_before_furthest_merged_task
472,03-core-business.md#T-03.05.03.06,Validate: simple mode selects only thermal electricity. Other products cannot be manually selected. Backend must reject any other product composition.,kanban/epics/03-core-business.md,355,unrecorded_before_furthest_merged_task
473,03-core-business.md#T-03.05.04.01,Step 1: Period type and period selection with Jalali calendar display,kanban/epics/03-core-business.md,361,unrecorded_before_furthest_merged_task
474,03-core-business.md#T-03.05.04.02,Step 2: kWh entry with bill-data suggestion (when available) and estimate label,kanban/epics/03-core-business.md,362,unrecorded_before_furthest_merged_task
475,03-core-business.md#T-03.05.04.03,Step 3: Price preview with mandatory green composition breakdown,kanban/epics/03-core-business.md,363,unrecorded_before_furthest_merged_task
476,03-core-business.md#T-03.05.04.04,Step 4: Optional gift code entry and validation,kanban/epics/03-core-business.md,364,unrecorded_before_furthest_merged_task
477,03-core-business.md#T-03.05.04.05,"Step 5: Review page — full summary including profile, period, quantities, prices, discount, VAT, total, wallet balance, contract preview, cancellation/refund rules. Explicit ""Submit"" button.",kanban/epics/03-core-business.md,365,unrecorded_before_furthest_merged_task
478,03-core-business.md#T-03.05.04.06,"Order confirmation page — redirects to order detail. Shows order ID, contract reference, invoice reference, payment options.",kanban/epics/03-core-business.md,366,unrecorded_before_furthest_merged_task
479,03-core-business.md#T-03.05.04.07,Multi-step form saves server-side draft after each completed step. Resumable safely. Validation errors identify exact field without clearing valid input.,kanban/epics/03-core-business.md,367,unrecorded_before_furthest_merged_task
480,03-core-business.md#T-03.06.01.01,UI: Start date and end date pickers (Jalali calendar with time). Start cannot be in the past. End must be after start.,kanban/epics/03-core-business.md,384,unrecorded_before_furthest_merged_task
481,03-core-business.md#T-03.06.01.02,Validate: duration ≤ admin-configured max (default 24 Jalali months). Validate lead time (default 0 days — start can be today).,kanban/epics/03-core-business.md,385,unrecorded_before_furthest_merged_task
482,03-core-business.md#T-03.06.01.03,Calculate exact hours between start and end timestamps for average power calculation.,kanban/epics/03-core-business.md,386,unrecorded_before_furthest_merged_task
483,03-core-business.md#T-03.06.02.01,"UI: For each of the 4 electricity products (thermal, green, free-market, energy-saving), show:",kanban/epics/03-core-business.md,392,unrecorded_before_furthest_merged_task
484,03-core-business.md#T-03.06.02.02,"`POST /electricity/preview/advanced` — accepts date range, per-product quantities, gift code. Returns:",kanban/epics/03-core-business.md,397,unrecorded_before_furthest_merged_task
485,03-core-business.md#T-03.06.02.03,When advanced green rule is enabled: green quantity is derived from thermal quantity (read-only display). Customer cannot edit green quantity; changing thermal recalculates green. When disabled: customer freely enters any allowed green quantity.,kanban/epics/03-core-business.md,403,unrecorded_before_furthest_merged_task
486,03-core-business.md#T-03.06.02.04,When thermal quantity is zero and mandatory green is enabled: calculated mandatory green quantity is zero. Customer cannot manually add separate green quantity.,kanban/epics/03-core-business.md,404,unrecorded_before_furthest_merged_task
487,03-core-business.md#T-03.06.03.01,`POST /electricity/orders/advanced` — idempotent submission:,kanban/epics/03-core-business.md,410,unrecorded_before_furthest_merged_task
488,03-core-business.md#T-03.06.03.02,Advanced order creates one contract and one initial invoice for the complete bundle. No installment or multiple invoice generation.,kanban/epics/03-core-business.md,417,unrecorded_before_furthest_merged_task
489,03-core-business.md#T-03.06.03.03,Backend performs authoritative calculation of bundle totals: never trust frontend-computed amounts.,kanban/epics/03-core-business.md,418,unrecorded_before_furthest_merged_task
490,03-core-business.md#T-03.06.04.01,"Step 1: Date range selection with Jalali date pickers, duration display",kanban/epics/03-core-business.md,424,unrecorded_before_furthest_merged_task
491,03-core-business.md#T-03.06.04.02,"Step 2: Bundle builder — 4 product quantity inputs with line totals, automatic green derivation when rule enabled",kanban/epics/03-core-business.md,425,unrecorded_before_furthest_merged_task
492,03-core-business.md#T-03.06.04.03,"Step 3: Price preview with full breakdown: per-product, bundle totals, average power, green status",kanban/epics/03-core-business.md,426,unrecorded_before_furthest_merged_task
493,03-core-business.md#T-03.06.04.04,Step 4: Optional gift code,kanban/epics/03-core-business.md,427,unrecorded_before_furthest_merged_task
494,03-core-business.md#T-03.06.04.05,"Step 5: Review & submit — full snapshot, wallet balance, explicit confirm",kanban/epics/03-core-business.md,428,unrecorded_before_furthest_merged_task
495,03-core-business.md#T-03.06.04.06,Lead time must be enforced: start date cannot violate lead days setting.,kanban/epics/03-core-business.md,429,unrecorded_before_furthest_merged_task
496,03-core-business.md#T-03.07.01.01,Commercial state machine for electricity orders:,kanban/epics/03-core-business.md,446,unrecorded_before_furthest_merged_task
497,03-core-business.md#T-03.07.01.02,Financial state machine for electricity orders:,kanban/epics/03-core-business.md,457,unrecorded_before_furthest_merged_task
498,03-core-business.md#T-03.07.01.03,Order detail page: display both commercial and financial statuses separately with distinct labels. Never combine into one ambiguous status.,kanban/epics/03-core-business.md,465,unrecorded_before_furthest_merged_task
499,03-core-business.md#T-03.07.01.04,Show next action clearly for each status pair. For customer: what they need to do. For staff: what action is pending their review.,kanban/epics/03-core-business.md,466,unrecorded_before_furthest_merged_task
500,03-core-business.md#T-03.07.02.01,Staff API: `POST /staff/electricity/orders/:id/approve` — approve preliminary contract. Notify customer.,kanban/epics/03-core-business.md,472,unrecorded_before_furthest_merged_task
501,03-core-business.md#T-03.07.02.02,Staff API: `POST /staff/electricity/orders/:id/request-changes` — with reason. Notify customer.,kanban/epics/03-core-business.md,473,unrecorded_before_furthest_merged_task
502,03-core-business.md#T-03.07.02.03,"Staff API: `POST /staff/electricity/orders/:id/reject` — with reason. If paid, trigger automatic refund workflow.",kanban/epics/03-core-business.md,474,unrecorded_before_furthest_merged_task
503,03-core-business.md#T-03.07.02.04,Staff UI: electricity order review work queue — list of orders awaiting staff review with priority/age,kanban/epics/03-core-business.md,475,unrecorded_before_furthest_merged_task
504,03-core-business.md#T-03.07.02.05,"Staff UI: order detail view — customer info, period, product breakdown, prices, contract snapshot, decision buttons (approve/request changes/reject)",kanban/epics/03-core-business.md,476,unrecorded_before_furthest_merged_task
505,03-core-business.md#T-03.07.03.01,"Create `refund_obligations` table: `id`, `order_id` (FK), `contract_id` (FK nullable), `invoice_id` (FK), `profile_id` (FK), `total_paid_amount` (bigint), `completed_refund_amount` (bigint default 0), `status` (enum: `pending`, `processing`, `completed`, `failed`), `idempotency_key` (unique), `created_at`, `updated_at`",kanban/epics/03-core-business.md,482,unrecorded_before_furthest_merged_task
506,03-core-business.md#T-03.07.03.02,"When an order transitions to `rejected` or `cancelled` and `total_paid_amount > completed_refund_amount`: automatically create a `refund_obligation` with status `pending`. This is automatic, not optional for staff.",kanban/epics/03-core-business.md,483,unrecorded_before_furthest_merged_task
507,03-core-business.md#T-03.07.03.03,"Worker: process refund obligations — post immutable wallet credit linked to contract, invoice, and original payment allocations. Use unique idempotency key to prevent duplicate credits.",kanban/epics/03-core-business.md,484,unrecorded_before_furthest_merged_task
508,03-core-business.md#T-03.07.03.04,Refundable amount = confirmed paid amount − previously completed refunds. Must never exceed this.,kanban/epics/03-core-business.md,485,unrecorded_before_furthest_merged_task
509,03-core-business.md#T-03.07.03.05,Contract/order cannot be marked financially closed until refund obligation is Completed. Staff cannot dismiss or manually mark complete without the linked wallet credit.,kanban/epics/03-core-business.md,486,unrecorded_before_furthest_merged_task
510,03-core-business.md#T-03.07.03.06,Failed refund processing must be retried and visible in a finance work queue/alert until resolved. Staff do not manually create the required full wallet refund.,kanban/epics/03-core-business.md,487,unrecorded_before_furthest_merged_task
511,03-core-business.md#T-03.07.03.07,"Refund completion notification to customer: amount, reason, actor/system, timestamps.",kanban/epics/03-core-business.md,488,unrecorded_before_furthest_merged_task
512,03-core-business.md#T-03.07.04.01,"Customer order list: all profile-scoped electricity orders with commercial + financial status, period, total kWh, total price, submission date, next action callout",kanban/epics/03-core-business.md,494,unrecorded_before_furthest_merged_task
513,03-core-business.md#T-03.07.04.02,"Order detail: full submitted data snapshot, per-product breakdown, contract reference, invoice reference and status, payment status, review timeline, comments",kanban/epics/03-core-business.md,495,unrecorded_before_furthest_merged_task
514,03-core-business.md#T-03.07.04.03,"No dead ends: always show current state, what happened, next available action, who is responsible, how to get help.",kanban/epics/03-core-business.md,496,unrecorded_before_furthest_merged_task
515,03-core-business.md#T-03.08.01.01,Admin config: `customer_increase_max_percentage` in electricity settings. Default 0 = disabled.,kanban/epics/03-core-business.md,513,unrecorded_before_furthest_merged_task
516,03-core-business.md#T-03.08.01.02,"Customer UI: ""Request quantity increase"" button on active electricity contract detail page. Visible only if they haven't already requested once.",kanban/epics/03-core-business.md,514,unrecorded_before_furthest_merged_task
517,03-core-business.md#T-03.08.01.03,`POST /electricity/contracts/:id/request-increase` — customer submits desired new quantity. Backend validates:,kanban/epics/03-core-business.md,515,unrecorded_before_furthest_merged_task
518,03-core-business.md#T-03.08.01.04,"Staff UI: quantity increase work queue — pending increase requests with contract details, current vs requested quantity, percentage change",kanban/epics/03-core-business.md,520,unrecorded_before_furthest_merged_task
519,03-core-business.md#T-03.08.01.05,Staff API: `POST /staff/electricity/contracts/:id/approve-increase` — approve with optional effective date. Creates amendment document.,kanban/epics/03-core-business.md,521,unrecorded_before_furthest_merged_task
520,03-core-business.md#T-03.08.01.06,Staff API: `POST /staff/electricity/contracts/:id/reject-increase` — with reason.,kanban/epics/03-core-business.md,522,unrecorded_before_furthest_merged_task
521,03-core-business.md#T-03.08.01.07,After approval:,kanban/epics/03-core-business.md,523,unrecorded_before_furthest_merged_task
522,03-core-business.md#T-03.08.01.08,"Record: old/new quantities, percentage, effective period, requester, reviewer, decision, signature, financial adjustment, timestamps. Each step notifies customer.",kanban/epics/03-core-business.md,529,unrecorded_before_furthest_merged_task
523,03-core-business.md#T-03.08.02.01,"`POST /staff/electricity/contracts/:id/adjust-price` — staff sets new price, effective date, reason. Backend:",kanban/epics/03-core-business.md,535,unrecorded_before_furthest_merged_task
524,03-core-business.md#T-03.08.02.02,"Customer acceptance is not required, but contractual basis, reason, calculation, old/new price, and effective date must be visible to customer before the adjustment is finalized.",kanban/epics/03-core-business.md,540,unrecorded_before_furthest_merged_task
525,03-core-business.md#T-03.08.02.03,"Requires explicit permission, step-up authentication, auditing, and mandatory customer notification.",kanban/epics/03-core-business.md,541,unrecorded_before_furthest_merged_task
526,03-core-business.md#T-03.08.02.04,Initially no configurable percentage cap on staff price adjustments. Non-payment follows normal invoice Overdue workflow — does not silently change historical service.,kanban/epics/03-core-business.md,542,unrecorded_before_furthest_merged_task
527,03-core-business.md#T-03.09.01.01,"Create `saving_orders` table: `id` (UUIDv7), `profile_id` (FK), `saving_plan_id` (FK), `hardware_product_id` (FK), `bill_identifier` (VARCHAR), `installation_address_id` (FK — addresses), `agreement_version` (VARCHAR), `agreement_snapshot` (text — snapshot of accepted agreement), `status` (enum — commercial state), `financial_status` (enum), `submitted_at`, `created_at`, `updated_at`",kanban/epics/03-core-business.md,559,unrecorded_before_furthest_merged_task
528,03-core-business.md#T-03.09.01.02,"Create `saving_order_lines` table: `id`, `order_id` (FK), `description` (text), `amount` (bigint — IRR), `type` (enum: `plan_price`, `hardware_price`, `discount`, `vat`)",kanban/epics/03-core-business.md,560,unrecorded_before_furthest_merged_task
529,03-core-business.md#T-03.09.01.03,Create `saving_fulfillment_stages` table for tracking fulfillment progress per order,kanban/epics/03-core-business.md,561,unrecorded_before_furthest_merged_task
530,03-core-business.md#T-03.09.02.01,"Step 1: Saving plan selection — display list of active saving plans with title, price, one-line description. Show inactive plans as unavailable.",kanban/epics/03-core-business.md,567,unrecorded_before_furthest_merged_task
531,03-core-business.md#T-03.09.02.02,"Step 2: Hardware product selection — after plan selected, show assigned hardware products. Customer picks exactly one. Display title, price, full description. Require explicit confirmation checkbox.",kanban/epics/03-core-business.md,568,unrecorded_before_furthest_merged_task
532,03-core-business.md#T-03.09.02.03,Step 3: Electricity bill identifier input — single text field. Local format validation. Optional backend verification when provider configured.,kanban/epics/03-core-business.md,569,unrecorded_before_furthest_merged_task
533,03-core-business.md#T-03.09.02.04,"Bill identifier local validation (format regex). If provider configured, async verification call. Provider failure does not erase draft — retry or submit for manual staff review.",kanban/epics/03-core-business.md,570,unrecorded_before_furthest_merged_task
534,03-core-business.md#T-03.09.02.05,"Duplicate detection: admin can prevent duplicate active saving orders for same bill identifier + plan. If detected, link customer to existing order or support — do not silently allow a second order.",kanban/epics/03-core-business.md,571,unrecorded_before_furthest_merged_task
535,03-core-business.md#T-03.09.02.06,"Create `BillVerificationProvider` abstraction with adapter interface for Iranian bill-data APIs: `verify(billIdentifier) → { verified: boolean, data?: object, error?: string }`. Include timeout, bounded retry with jitter, and circuit breaker.",kanban/epics/03-core-business.md,572,unrecorded_before_furthest_merged_task
536,03-core-business.md#T-03.09.02.07,"Add `verification_result` JSONB column to `saving_orders` table to persist verification attempt metadata: source provider, timestamp, verification status, raw result, error details.",kanban/epics/03-core-business.md,573,unrecorded_before_furthest_merged_task
537,03-core-business.md#T-03.09.02.08,"Bill verification provider failure (timeout, auth error, provider unavailable) must not erase the draft. Customer can retry or submit for manual staff review. Failed verification state is persisted in `verification_result`; explicit ""submit for staff review"" action advances the order.",kanban/epics/03-core-business.md,574,unrecorded_before_furthest_merged_task
538,03-core-business.md#T-03.09.03.01,Step 4: Address selection — choose from profile's existing addresses or add new one inside the flow. Must select installation address.,kanban/epics/03-core-business.md,580,unrecorded_before_furthest_merged_task
539,03-core-business.md#T-03.09.03.02,"Step 5: Agreement — display admin-editable saving plan agreement title and body. Require explicit ""I accept"" action. Record accepted version.",kanban/epics/03-core-business.md,581,unrecorded_before_furthest_merged_task
540,03-core-business.md#T-03.09.03.03,"Step 6: Review & submit — full summary: saving plan, hardware, bill ID, address, individual price lines, subtotal, VAT and amount, gift code discount, total payable, wallet balance. Backend authoritative totals.",kanban/epics/03-core-business.md,582,unrecorded_before_furthest_merged_task
541,03-core-business.md#T-03.09.03.04,"Submission: `POST /saving/orders` — idempotent. Atomic transaction creates: saving order, linked draft contract, linked unpaid invoice. Snapshots: installation address, selected prices, accepted agreement version. Redirects to order detail.",kanban/epics/03-core-business.md,583,unrecorded_before_furthest_merged_task
542,03-core-business.md#T-03.09.03.05,"Idempotency prevents duplicate orders, contracts, or invoices. Use idempotency key on submission.",kanban/epics/03-core-business.md,584,unrecorded_before_furthest_merged_task
543,03-core-business.md#T-03.09.03.06,Backend enforces: active profile must be Individual (residential). Legal Entity profiles are rejected.,kanban/epics/03-core-business.md,585,unrecorded_before_furthest_merged_task
544,03-core-business.md#T-03.09.04.01,"Saving order commercial states: `draft`, `submitted`, `awaiting_staff_review`, `approved`, `in_progress`, `completed`, `cancelled`, `rejected`",kanban/epics/03-core-business.md,591,unrecorded_before_furthest_merged_task
545,03-core-business.md#T-03.09.04.02,"Saving order financial states: `unpaid`, `paid`, `refund_pending`, `refunded` (follows general invoice model)",kanban/epics/03-core-business.md,592,unrecorded_before_furthest_merged_task
546,03-core-business.md#T-03.09.04.03,"Customer order list: all saving orders with status, plan name, hardware, price, date, next action",kanban/epics/03-core-business.md,593,unrecorded_before_furthest_merged_task
547,03-core-business.md#T-03.09.04.04,"Customer order detail: submitted data, invoice status, contract status, payment options, fulfillment progress (5 stages), document upload, comments",kanban/epics/03-core-business.md,594,unrecorded_before_furthest_merged_task
548,03-core-business.md#T-03.09.04.05,Before payment: customer can request hardware/address change — recalculates draft invoice. After payment: only staff can apply changes via audited amendment.,kanban/epics/03-core-business.md,595,unrecorded_before_furthest_merged_task
549,03-core-business.md#T-03.09.05.01,"Customer cannot cancel directly. Button/link to ""Request cancellation"" with reason field.",kanban/epics/03-core-business.md,601,unrecorded_before_furthest_merged_task
550,03-core-business.md#T-03.09.05.02,"Staff cancellation review UI: queue of cancellation requests with order details, customer reason",kanban/epics/03-core-business.md,602,unrecorded_before_furthest_merged_task
551,03-core-business.md#T-03.09.05.03,"Staff API: `POST /staff/saving/orders/:id/approve-cancellation` — sets order, contract, invoice states consistently. Determines refund amount (full/partial) and destination (wallet/external).",kanban/epics/03-core-business.md,603,unrecorded_before_furthest_merged_task
552,03-core-business.md#T-03.09.05.04,Staff API: `POST /staff/saving/orders/:id/reject-cancellation` — with explanation. Contract unchanged.,kanban/epics/03-core-business.md,604,unrecorded_before_furthest_merged_task
553,03-core-business.md#T-03.09.05.05,"All state transitions must be consistent across order, contract, and invoice. Records are never deleted.",kanban/epics/03-core-business.md,605,unrecorded_before_furthest_merged_task
554,03-core-business.md#T-03.10.01.01,Define 5 fulfillment stages:,kanban/epics/03-core-business.md,622,unrecorded_before_furthest_merged_task
555,03-core-business.md#T-03.10.01.02,"Staff UI: order detail with stage advancement controls. Each stage advancement records previous/new state, actor, timestamp, explanation.",kanban/epics/03-core-business.md,628,unrecorded_before_furthest_merged_task
556,03-core-business.md#T-03.10.01.03,"Customer UI: progress bar showing 5 stages, current stage highlighted, completed stages marked.",kanban/epics/03-core-business.md,629,unrecorded_before_furthest_merged_task
557,03-core-business.md#T-03.10.01.04,"Equipment handover (stage 4) is optional by default. If performed, record handed-over item description, staff member, time.",kanban/epics/03-core-business.md,630,unrecorded_before_furthest_merged_task
558,03-core-business.md#T-03.10.01.05,Completed and Cancelled are terminal states. Every customer-visible status change sends notification.,kanban/epics/03-core-business.md,631,unrecorded_before_furthest_merged_task
559,03-core-business.md#T-03.10.02.01,"Customer UI: upload documents (PDF, images, video) to saving order. Multiple files allowed. Replace/delete own files before submission.",kanban/epics/03-core-business.md,637,unrecorded_before_furthest_merged_task
560,03-core-business.md#T-03.10.02.02,"Customer-Staff comment thread per order: chronological, author visible, staff comments trigger notification. No silent overwrites.",kanban/epics/03-core-business.md,638,unrecorded_before_furthest_merged_task
561,03-core-business.md#T-03.10.02.03,"Document upload follows file storage rules: validation, scan, quarantine. Files linked to order are soft-delete only.",kanban/epics/03-core-business.md,639,unrecorded_before_furthest_merged_task
562,03-core-business.md#T-03.10.03.01,"Optional inventory tracking on hardware products: `stock_count`, `reserved_count` columns. Admin-configurable per product.",kanban/epics/03-core-business.md,645,unrecorded_before_furthest_merged_task
563,03-core-business.md#T-03.10.03.02,"When stock tracking is disabled: UI shows ""availability subject to staff confirmation"".",kanban/epics/03-core-business.md,646,unrecorded_before_furthest_merged_task
564,03-core-business.md#T-03.10.03.03,When stock tracking is enabled: submission reserves 1 unit for configurable period. Payment/staff confirmation completes allocation. Timeout/cancellation releases inventory.,kanban/epics/03-core-business.md,647,unrecorded_before_furthest_merged_task
565,03-core-business.md#T-03.11.01.01,"Create `solar_construction_requests` table: `id` (UUIDv7), `profile_id` (FK), `status` (enum — overall state machine), `building_type` (enum: `building_apartment`, `non_household`), `grid_type` (enum: `on_grid`, `off_grid`), `bill_identifier` (VARCHAR nullable — required for on-grid), `property_form` (enum: `apartment`, `villa` — nullable, for building/apartment only), `structural_frame` (enum: `concrete`, `steel`, `other` — nullable), `building_completion_date` (date — nullable), `total_units` (int — nullable, for apartment), `site_category` (enum: `agricultural`, `industrial` — nullable, for non-household), `installation_surface` (enum: `land`, `rooftop`, `both` — nullable), `usable_area_sqm` (decimal — nullable), `site_address_id` (FK — nullable), `site_relationship` (enum: `owner`, `tenant`, `authorized_operator` — nullable), `site_description` (text — nullable), `agreement_accepted` (bool), `agreement_version` (text), `agreement_snapshot` (text), `created_at`, `updated_at`",kanban/epics/03-core-business.md,664,unrecorded_before_furthest_merged_task
566,03-core-business.md#T-03.11.01.02,"Create `solar_construction_documents` table: `id`, `request_id` (FK), `document_id` (FK — documents/storage), `file_name`, `staff_status` (enum: `pending`, `approved`, `rejected`), `staff_reason` (text nullable), `staff_reviewed_by` (FK nullable), `staff_reviewed_at`, `uploaded_by` (FK), `uploaded_at`",kanban/epics/03-core-business.md,665,unrecorded_before_furthest_merged_task
567,03-core-business.md#T-03.11.01.03,"Create `solar_construction_postal` table: `id`, `request_id` (FK), `status` (enum: `waiting_for_shipment`, `shipped`, `received`, `incomplete`, `not_received`), `courier` (text nullable), `tracking_number` (text nullable), `send_date` (timestamptz nullable), `receipt_image_id` (FK nullable), `staff_confirmed_by` (FK nullable), `staff_confirmed_at`, `staff_notes` (text nullable)",kanban/epics/03-core-business.md,666,unrecorded_before_furthest_merged_task
568,03-core-business.md#T-03.11.02.01,"Screen 1: Persian instruction: `نوع نیروگاه خورشیدی مورد نظر خودتان را انتخاب کنید.` — Two option cards: ""Building and apartment"" and ""Non-household""",kanban/epics/03-core-business.md,672,unrecorded_before_furthest_merged_task
569,03-core-business.md#T-03.11.02.02,"Building/Apartment form: property form (Apartment / Villa), structural frame (Concrete / Steel / Other), building completion date (derive age), total unit count (when Apartment selected)",kanban/epics/03-core-business.md,673,unrecorded_before_furthest_merged_task
570,03-core-business.md#T-03.11.02.03,"Non-household form: site category (Agricultural / Industrial), installation surface (Land / Rooftop / Both), approximate usable area (sq m), site address, relationship (Owner / Tenant / Authorized Operator), optional site description",kanban/epics/03-core-business.md,674,unrecorded_before_furthest_merged_task
571,03-core-business.md#T-03.11.02.04,"Grid type selection: ""On-Grid"" (sell to grid) or ""Off-Grid"" (self-consumption)",kanban/epics/03-core-business.md,675,unrecorded_before_furthest_merged_task
572,03-core-business.md#T-03.11.02.05,On-Grid only: electricity bill identifier field (required),kanban/epics/03-core-business.md,676,unrecorded_before_furthest_merged_task
573,03-core-business.md#T-03.11.02.06,Off-Grid disclaimer: generated electricity is used internally. May remain available during grid outages only subject to final technical design and installed storage equipment.,kanban/epics/03-core-business.md,677,unrecorded_before_furthest_merged_task
574,03-core-business.md#T-03.11.03.01,Display 5 contract-preparation stages before submission:,kanban/epics/03-core-business.md,683,unrecorded_before_furthest_merged_task
575,03-core-business.md#T-03.11.03.02,Required checkbox: `شرایط ثبت قرارداد را می‌پذیرم.` with the accepted text version and time retained.,kanban/epics/03-core-business.md,689,unrecorded_before_furthest_merged_task
576,03-core-business.md#T-03.11.03.03,Submission creates only a solar construction request (no contract or invoice). Redirects to request detail page.,kanban/epics/03-core-business.md,690,unrecorded_before_furthest_merged_task
577,03-core-business.md#T-03.11.04.01,Overall state machine:,kanban/epics/03-core-business.md,696,unrecorded_before_furthest_merged_task
578,03-core-business.md#T-03.11.04.02,Document-level decisions do not automatically reject the overall request. Only one file may be rejected while others are approved.,kanban/epics/03-core-business.md,709,unrecorded_before_furthest_merged_task
579,03-core-business.md#T-03.11.04.03,"`Rejected` and `Cancelled` require reason and support path. `Approved` remains open until staff creates/linked contract or explicitly closes as ""No contract required"" with elevated permission and reason.",kanban/epics/03-core-business.md,710,unrecorded_before_furthest_merged_task
580,03-core-business.md#T-03.12.01.01,"Customer UI: upload documents, photos, and videos to construction request. Multiple files allowed. Guidance text is admin-editable. Display-only list of suggested/requested documents (no enforced minimum).",kanban/epics/03-core-business.md,727,unrecorded_before_furthest_merged_task
581,03-core-business.md#T-03.12.01.02,"""I have uploaded all documents"" checkbox — works even when no files uploaded.",kanban/epics/03-core-business.md,728,unrecorded_before_furthest_merged_task
