task_key,title,assessment,merged_prs,historically_skipped,repair_groups,acceptance_groups,requirement,current_source_files
01-platform-infrastructure.md#T-06.01.03,Create password validation with strength meter logic,existing_implementation_revalidate,,True,,F22,kanban/epics/01-platform-infrastructure.md:999,
01-platform-infrastructure.md#T-06.01.04,Create stable error code enum with HTTP status mapping,existing_implementation_revalidate,,True,,F22,kanban/epics/01-platform-infrastructure.md:1004,
01-platform-infrastructure.md#T-06.01.05,Create pagination helper schemas,partial,,True,,F22,kanban/epics/01-platform-infrastructure.md:1009,
01-platform-infrastructure.md#T-06.02.01,Initialize `packages/i18n` with message dictionary structure,existing_implementation_revalidate,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1037,
01-platform-infrastructure.md#T-06.02.02,Create Jalali calendar date utilities,partial,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1042,
01-platform-infrastructure.md#T-06.02.03,Create timezone-aware date/time display utilities,partial,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1047,
01-platform-infrastructure.md#T-06.02.04,Create logic for RTL/LTR switching based on locale,partial,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1052,
01-platform-infrastructure.md#T-06.02.05,Localize number/currency formatting,partial,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1057,
01-platform-infrastructure.md#T-06.03.01,Initialize `packages/ui` with shadcn/ui and Base UI,existing_implementation_revalidate,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1083,
01-platform-infrastructure.md#T-06.03.02,Create themed component set with RTL support,existing_implementation_revalidate,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1088,
01-platform-infrastructure.md#T-06.03.03,Implement WCAG 2.2 AA accessibility in all shared components,acceptance_gap,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1093,
01-platform-infrastructure.md#T-06.03.04,Create localized DatePicker component,partial,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1098,
01-platform-infrastructure.md#T-06.03.05,Implement theme system with admin overrides,existing_implementation_revalidate,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1104,
01-platform-infrastructure.md#T-06.03.06,Create loading/empty/error state components,partial,,True,,"F20,F22",kanban/epics/01-platform-infrastructure.md:1110,
01-platform-infrastructure.md#T-06.04.01,Create privacy-safe analytics abstraction with consent gate and redaction,no_matching_artifact_found,,True,,F22,kanban/epics/01-platform-infrastructure.md:1131,
01-platform-infrastructure.md#T-07.01.01,Create `pnpm setup:dev` convenience script,no_matching_artifact_found,,True,,F22,kanban/epics/01-platform-infrastructure.md:1163,
01-platform-infrastructure.md#T-07.01.02,Configure dev-mode OTP bypass and console printing,partial,,True,,F22,kanban/epics/01-platform-infrastructure.md:1168,
01-platform-infrastructure.md#T-07.01.03,Create `pnpm db:push` script for dev schema synchronization,existing_implementation_revalidate,,True,,F22,kanban/epics/01-platform-infrastructure.md:1173,
01-platform-infrastructure.md#T-07.01.04,Add environment indicator middleware,no_matching_artifact_found,,True,,F22,kanban/epics/01-platform-infrastructure.md:1178,
01-platform-infrastructure.md#T-07.02.01,Create versioned configuration store in PostgreSQL,partial,,True,,F22,kanban/epics/01-platform-infrastructure.md:1205,
01-platform-infrastructure.md#T-07.02.02,Create configuration validation framework,partial,,True,,F22,kanban/epics/01-platform-infrastructure.md:1210,
01-platform-infrastructure.md#T-07.02.03,Implement configuration rollback,partial,,True,,F22,kanban/epics/01-platform-infrastructure.md:1215,
01-platform-infrastructure.md#T-07.02.04,Create secrets encryption and masking service,partial,,True,,F22,kanban/epics/01-platform-infrastructure.md:1220,
01-platform-infrastructure.md#T-07.02.05,Implement provider configuration lifecycle with test-send,partial,,True,,F22,kanban/epics/01-platform-infrastructure.md:1225,
01-platform-infrastructure.md#T-07.03.01,Create shared ESLint configuration,no_matching_artifact_found,,True,,"F19,F22",kanban/epics/01-platform-infrastructure.md:1254,
01-platform-infrastructure.md#T-07.03.02,Configure Prettier with consistent formatting,no_matching_artifact_found,,True,,"F19,F22",kanban/epics/01-platform-infrastructure.md:1259,
01-platform-infrastructure.md#T-07.03.03,"Set up Husky, lint-staged, and commitlint",no_matching_artifact_found,,True,,"F19,F22",kanban/epics/01-platform-infrastructure.md:1264,
01-platform-infrastructure.md#T-07.03.04,Create `.editorconfig` and `.vscode` workspace settings,no_matching_artifact_found,,True,,"F19,F22",kanban/epics/01-platform-infrastructure.md:1269,
01-platform-infrastructure.md#T-07.04.01,Create incident runbooks directory (`docs/runbooks/`),partial,,True,,F22,kanban/epics/01-platform-infrastructure.md:1294,
01-platform-infrastructure.md#T-07.04.02,Create initial ADRs,existing_implementation_revalidate,,True,,F22,kanban/epics/01-platform-infrastructure.md:1299,
01-platform-infrastructure.md#T-07.04.03,Create deployment guide,partial,,True,,F22,kanban/epics/01-platform-infrastructure.md:1304,
01-platform-infrastructure.md#T-07.04.04,Create incident response plan,no_matching_artifact_found,,True,,F22,kanban/epics/01-platform-infrastructure.md:1309,
01-platform-infrastructure.md#T-07.05.01,Enforce “no external call inside a database transaction”,acceptance_gap,,True,,F22,kanban/epics/01-platform-infrastructure.md:1394,
01-platform-infrastructure.md#T-07.05.02,Generate and verify TypeScript API client contracts from OpenAPI,partial,,True,,F22,kanban/epics/01-platform-infrastructure.md:1399,
01-platform-infrastructure.md#T-07.05.03,Verify health-endpoint middleware exclusions,acceptance_gap,,True,,F22,kanban/epics/01-platform-infrastructure.md:1404,
01-platform-infrastructure.md#T-07.05.04,Document and gate module extraction criteria,needs_document_review,,True,,F22,kanban/epics/01-platform-infrastructure.md:1409,
02-auth-users-admin.md#T-01.01.01,Register route and shared auth layout,affected_by_identified_gap,68,False,F05,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:11,apps/web/src/components/AuthLayout.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/register.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-01.01.02,Unified username field (email or mobile),affected_by_identified_gap,69,False,F05,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:19,apps/web/src/routeTree.gen.ts;apps/web/src/routes/register.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-01.01.03,Password field with visibility toggle and strength meter,affected_by_identified_gap,70,False,F05,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:27,apps/web/src/components/PasswordField.tsx;apps/web/src/components/strength.test.ts;apps/web/src/routes/register.tsx;packages/i18n/package.json;packages/i18n/src/index.ts;packages/ui/package.json;packages/ui/src/components/base-ui/combo-box.tsx;packages/ui/src/components/base-ui/data-table.tsx;packages/ui/src/components/base-ui/date-picker.tsx;packages/ui/src/components/base-ui/number-field.tsx;packages/ui/src/components/ui/alert.tsx;packages/ui/src/components/ui/avatar.tsx;packages/ui/src/components/ui/badge.tsx;packages/ui/src/components/ui/breadcrumb.tsx;packages/ui/src/components/ui/button.tsx;packages/ui/src/components/ui/calendar.tsx;packages/ui/src/components/ui/card.tsx;packages/ui/src/components/ui/checkbox.tsx;packages/ui/src/components/ui/command.tsx;packages/ui/src/components/ui/dialog.tsx;packages/ui/src/components/ui/dropdown-menu.tsx;packages/ui/src/components/ui/input-group.tsx;packages/ui/src/components/ui/input.tsx;packages/ui/src/components/ui/label.tsx;packages/ui/src/components/ui/popover.tsx;packages/ui/src/components/ui/progress.tsx;packages/ui/src/components/ui/radio-group.tsx;packages/ui/src/components/ui/scroll-area.tsx;packages/ui/src/components/ui/select.tsx;packages/ui/src/components/ui/separator.tsx;packages/ui/src/components/ui/sheet.tsx;packages/ui/src/components/ui/skeleton.tsx;packages/ui/src/components/ui/slider.tsx;packages/ui/src/components/ui/switch.tsx;packages/ui/src/components/ui/tabs.tsx;packages/ui/src/components/ui/textarea.tsx;packages/ui/src/components/ui/toast.tsx;packages/ui/src/components/ui/tooltip.tsx
02-auth-users-admin.md#T-01.01.04,TOS acceptance checkbox,affected_by_identified_gap,71,False,F05,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:35,apps/web/src/routes/register.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-01.01.05,"""Back to login"" and ""Forgot password?"" links",affected_by_identified_gap,72,False,F05,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:43,apps/web/src/routes/register.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-01.01.06,Registration form submission and error handling,affected_by_identified_gap,73,False,F05,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:51,apps/api/src/app.module.ts;apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.module.ts;apps/api/src/auth/auth.service.spec.ts;apps/api/src/auth/auth.service.ts;apps/api/src/auth/dto/register.dto.ts;apps/api/src/auth/index.ts;apps/api/src/common/http-exception.filter.ts;apps/api/test/auth.service.spec.ts;apps/web/package.json;apps/web/src/components/PasswordField.tsx;apps/web/src/routes/register.tsx;packages/i18n/src/index.ts;packages/shared/src/errors/error-codes.ts;pnpm-lock.yaml
02-auth-users-admin.md#T-01.02.01,OTP backend generation and sending,affected_by_identified_gap,74,False,"F05,F23","F02,F20,F22",kanban/epics/02-auth-users-admin.md:61,apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.module.ts;apps/api/src/auth/auth.service.ts;apps/api/src/auth/dto/otp.dto.ts;apps/api/src/auth/index.ts;apps/api/src/auth/otp.service.spec.ts;apps/api/src/auth/otp.service.ts;apps/api/test/auth.service.spec.ts;packages/db/src/index.ts;packages/db/src/schema/otp-challenge.ts;packages/shared/src/errors/error-codes.ts
02-auth-users-admin.md#T-01.02.02,OTP input UI with resend,affected_by_identified_gap,75,False,"F05,F23","F02,F20,F22",kanban/epics/02-auth-users-admin.md:69,apps/web/src/components/OtpInput.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/register.tsx;apps/web/src/routes/register/index.tsx;apps/web/src/routes/register/verify.tsx;packages/i18n/src/index.ts;packages/ui/src/styles.css
02-auth-users-admin.md#T-01.02.03,OTP verification and user creation,affected_by_identified_gap,76,False,"F05,F23","F02,F20,F22",kanban/epics/02-auth-users-admin.md:77,apps/api/package.json;apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.service.ts;apps/api/src/auth/dto/otp.dto.ts;apps/api/src/auth/index.ts;apps/api/src/auth/otp.service.spec.ts;apps/api/src/auth/otp.service.ts;apps/api/test/auth.service.spec.ts;apps/web/src/lib/csrf.ts;apps/web/src/routes/register/verify.tsx;packages/db/src/index.ts;packages/db/src/schema/otp-challenge.ts;packages/db/src/schema/sessions.ts;packages/db/src/schema/users.ts;packages/shared/src/errors/error-codes.ts;pnpm-lock.yaml
02-auth-users-admin.md#T-02.01.01,Login page UI,affected_by_identified_gap,77,False,"F03,F05","F02,F22",kanban/epics/02-auth-users-admin.md:91,apps/web/src/components/PasswordField.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/login.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-02.01.02,Login authentication flow,affected_by_identified_gap,78,False,"F03,F05,F23","F02,F22",kanban/epics/02-auth-users-admin.md:99,apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.service.spec.ts;apps/api/src/auth/auth.service.ts;apps/api/src/auth/dto/login.dto.ts;apps/api/src/auth/index.ts;packages/shared/src/errors/error-codes.ts
02-auth-users-admin.md#T-02.01.03,Login OTP verification,affected_by_identified_gap,87,False,"F03,F05","F02,F22",kanban/epics/02-auth-users-admin.md:107,apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.service.spec.ts;apps/api/src/auth/auth.service.ts;apps/api/src/auth/dto/login.dto.ts;apps/api/src/auth/index.ts;apps/api/src/auth/otp.service.spec.ts;apps/api/src/auth/otp.service.ts;apps/web/src/lib/csrf.ts;apps/web/src/routes/login.tsx;packages/db/src/index.ts;packages/db/src/schema/device-trust.ts;packages/db/src/schema/otp-challenge.ts;packages/i18n/src/index.ts
02-auth-users-admin.md#T-02.01.04,Password change enforcement on login,affected_by_identified_gap,88,False,"F03,F05","F02,F22",kanban/epics/02-auth-users-admin.md:115,apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.service.ts;apps/api/src/auth/dto/force-change-password.dto.ts;apps/api/src/auth/dto/login.dto.ts;apps/api/src/auth/index.ts;apps/web/src/routes/login.tsx;packages/db/src/index.ts;packages/db/src/schema/password-history.ts;packages/db/src/schema/users.ts;packages/i18n/src/index.ts;packages/shared/src/errors/error-codes.ts
02-auth-users-admin.md#T-02.02.01,Session creation and cookie management,affected_by_identified_gap,89,False,F03,"F02,F22",kanban/epics/02-auth-users-admin.md:125,apps/api/src/app.module.ts;apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.module.ts;apps/api/src/auth/auth.service.ts;apps/api/src/auth/dto/login.dto.ts;apps/api/src/auth/dto/otp.dto.ts;apps/api/src/session/cookie.helper.test.ts;apps/api/src/session/cookie.helper.ts;apps/api/src/session/index.ts;apps/api/src/session/session.guard.test.ts;apps/api/src/session/session.guard.ts;apps/api/src/session/session.module.ts;apps/api/src/session/session.service.test.ts;apps/api/src/session/session.service.ts;apps/api/test/auth.service.spec.ts;packages/db/src/index.ts;packages/db/src/schema/refresh-tokens.ts;packages/db/src/schema/sessions.ts;packages/db/src/seed/seed.test.ts
02-auth-users-admin.md#T-02.02.02,Session revocation,affected_by_identified_gap,90,False,F03,"F02,F22",kanban/epics/02-auth-users-admin.md:133,apps/api/src/session/session.controller.test.ts;apps/api/src/session/session.controller.ts;apps/api/src/session/session.module.ts;apps/api/src/session/session.service.ts;apps/web/src/routeTree.gen.ts;packages/i18n/src/index.ts
02-auth-users-admin.md#T-02.02.03,CSRF protection,affected_by_identified_gap,91,False,F03,"F02,F22",kanban/epics/02-auth-users-admin.md:141,apps/api/src/auth/auth.controller.ts;apps/api/src/session/cookie.helper.ts;apps/api/src/session/csrf.guard.test.ts;apps/api/src/session/csrf.guard.ts;apps/api/src/session/index.ts;apps/api/src/session/session.module.ts;apps/web/src/pages/AdminStorageConfig.tsx;apps/web/src/routes/login.tsx;packages/shared/src/errors/error-codes.ts
02-auth-users-admin.md#T-02.02.04,Step-up authentication for sensitive actions,affected_by_identified_gap,92,False,F03,"F02,F22",kanban/epics/02-auth-users-admin.md:149,apps/api/src/auth/auth.controller.ts;apps/api/src/session/index.ts;apps/api/src/session/session.guard.ts;apps/api/src/session/session.service.ts;apps/api/src/session/step-up.guard.test.ts;apps/api/src/session/step-up.guard.ts;packages/db/drizzle/0004_add_step_up_verified_at.sql;packages/db/src/schema/sessions.ts;packages/shared/src/errors/error-codes.ts
02-auth-users-admin.md#T-02.03.01,Forgot password request UI,affected_by_identified_gap,93,False,F05,"F02,F22",kanban/epics/02-auth-users-admin.md:159,apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.service.ts;apps/api/src/auth/dto/forgot-password.dto.ts;apps/web/src/routeTree.gen.ts;apps/web/src/routes/forgot-password.tsx;packages/i18n/src/index.ts;packages/shared/src/errors/error-codes.ts
02-auth-users-admin.md#T-02.03.02,OTP verification and password reset,affected_by_identified_gap,99,False,F05,"F02,F22",kanban/epics/02-auth-users-admin.md:167,apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.service.ts;apps/api/src/auth/dto/reset-password.dto.ts;packages/db/drizzle/0005_create_audit_log.sql;packages/db/src/index.ts;packages/db/src/schema/audit-log.ts
02-auth-users-admin.md#T-02.03.03,Account recovery support path,affected_by_identified_gap,100,False,F05,"F02,F22",kanban/epics/02-auth-users-admin.md:175,apps/web/src/routeTree.gen.ts;apps/web/src/routes/forgot-password.tsx;apps/web/src/routes/support.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-02.04.01,Auth rate limit enforcement,affected_by_identified_gap,101,False,F23,"F02,F22",kanban/epics/02-auth-users-admin.md:185,apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.service.ts;apps/api/src/rate-limit/rate-limit.guard.ts;apps/api/src/rate-limit/rate-limit.service.ts;packages/i18n/src/index.ts;packages/shared/src/rate-limit/composite-rate-limiter.ts;packages/shared/src/rate-limit/postgres-rate-limiter.ts
02-auth-users-admin.md#T-03.01.01,App-level profile check middleware,affected_by_identified_gap,102,False,F03,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:205,apps/api/src/app.module.ts;apps/api/src/profiles/index.ts;apps/api/src/profiles/profiles.controller.ts;apps/api/src/profiles/profiles.module.ts;apps/api/src/profiles/profiles.service.ts;apps/web/src/routeTree.gen.ts;apps/web/src/routes/__root.tsx;apps/web/src/routes/onboarding.tsx;packages/db/src/index.ts;packages/db/src/schema/profiles.ts;packages/i18n/src/index.ts
02-auth-users-admin.md#T-03.01.02,Profile verification check after login,affected_by_identified_gap,103,False,"F03,F06","F02,F20,F22",kanban/epics/02-auth-users-admin.md:213,apps/api/src/profiles/index.ts;apps/api/src/profiles/profiles.controller.ts;apps/api/src/profiles/profiles.guard.test.ts;apps/api/src/profiles/profiles.guard.ts;apps/api/src/profiles/profiles.module.ts;apps/api/src/profiles/profiles.service.test.ts;apps/api/src/profiles/profiles.service.ts;apps/web/src/components/VerificationBanner.tsx;apps/web/src/routes/__root.tsx;packages/i18n/src/index.ts;packages/shared/src/errors/error-codes.ts
02-auth-users-admin.md#T-03.02.01,Profile type selection (Individual vs Legal),affected_by_identified_gap,104,False,F06,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:223,apps/api/src/profiles/index.ts;apps/api/src/profiles/onboarding.controller.ts;apps/api/src/profiles/profiles.module.ts;apps/api/src/profiles/profiles.service.test.ts;apps/api/src/profiles/profiles.service.ts;apps/web/src/routes/onboarding.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-03.02.02,Individual profile form,affected_by_identified_gap,105,False,F06,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:231,apps/api/src/app.module.ts;apps/api/src/geography/geography.controller.ts;apps/api/src/geography/geography.module.ts;apps/api/src/geography/geography.service.ts;apps/api/src/profiles/onboarding.controller.ts;apps/api/src/profiles/profiles.service.ts;apps/web/src/routeTree.gen.ts;apps/web/src/routes/onboarding.tsx;apps/web/src/routes/onboarding/individual/$profileId.tsx;packages/db/src/index.ts;packages/db/src/schema/addresses.ts;packages/db/src/schema/geography.ts;packages/db/src/schema/profiles.ts;packages/db/src/seed/index.ts;packages/db/src/seed/seed.test.ts;packages/i18n/src/index.ts;packages/shared/package.json;packages/shared/src/index.ts;packages/shared/src/validation/index.ts;packages/shared/src/validation/validation.test.ts
02-auth-users-admin.md#T-03.02.03,Legal profile form,affected_by_identified_gap,"108,106",False,F06,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:247,apps/api/src/geography/geography.controller.ts;apps/api/src/geography/geography.service.test.ts;apps/api/src/geography/geography.service.ts;apps/web/src/routeTree.gen.ts;apps/web/src/routes/onboarding.tsx;apps/web/src/routes/onboarding/legal/$profileId.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-03.02.04,Onboarding completion and redirect,affected_by_identified_gap,107,False,F06,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:266,apps/api/src/profiles/onboarding.controller.ts;apps/api/src/profiles/profiles.service.test.ts;apps/api/src/profiles/profiles.service.ts;apps/web/src/routeTree.gen.ts;apps/web/src/routes/onboarding/complete.tsx;apps/web/src/routes/onboarding/individual/$profileId.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-03.03.01,Profile switcher in sidebar,affected_by_identified_gap,109,False,F07,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:276,apps/api/src/profiles/profiles.controller.ts;apps/api/src/profiles/profiles.service.test.ts;apps/api/src/profiles/profiles.service.ts;apps/web/src/components/ProfileSwitcher.tsx;apps/web/src/pages/DashboardLayout.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/_app.tsx;apps/web/src/routes/_app/ai.tsx;apps/web/src/routes/_app/charts.tsx;apps/web/src/routes/_app/documents.tsx;apps/web/src/routes/_app/electricity/index.tsx;apps/web/src/routes/_app/electricity/order.tsx;apps/web/src/routes/_app/savings.tsx;apps/web/src/routes/_app/settings/index.tsx;apps/web/src/routes/_app/settings/security.tsx;apps/web/src/routes/_app/videos.tsx;apps/web/src/routes/_app/wallet.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-03.03.02,Default profile selection,affected_by_identified_gap,110,False,F07,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:284,apps/web/src/components/DefaultProfileModal.tsx;apps/web/src/hooks/useLocale.ts;apps/web/src/routes/__root.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-03.03.03,Profile settings page,affected_by_identified_gap,111,False,F08,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:292,apps/api/src/profiles/profiles.controller.ts;apps/api/src/profiles/profiles.service.ts;apps/web/src/routeTree.gen.ts;apps/web/src/routes/_app/settings/profile.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-03.03.04,Username/contact changes,affected_by_identified_gap,112,False,F05,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:300,.hermes/plans/profile-settings-t-03-03-03.md;apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.service.ts;apps/api/src/auth/dto/add-contact.dto.ts;apps/api/src/auth/dto/change-username.dto.ts;apps/web/src/routeTree.gen.ts;apps/web/src/routes/_app/settings/username.tsx;packages/db/src/schema/users.ts;packages/i18n/src/index.ts;packages/shared/src/errors/error-codes.ts
02-auth-users-admin.md#T-03.03.05,Notification channel preferences,merged_source_evidence_acceptance_retest_required,113,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:308,apps/api/src/app.module.ts;apps/api/src/user-settings/index.ts;apps/api/src/user-settings/user-settings.controller.ts;apps/api/src/user-settings/user-settings.module.ts;apps/web/src/routes/_app/settings/index.tsx;packages/db/src/schema/users.ts;packages/i18n/src/index.ts
02-auth-users-admin.md#T-03.03.06,Timezone settings,affected_by_identified_gap,114,False,F11,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:316,apps/api/src/user-settings/user-settings.controller.test.ts;apps/api/src/user-settings/user-settings.controller.ts;apps/web/src/routeTree.gen.ts;apps/web/src/routes/_app/settings/index.tsx;apps/web/src/routes/_app/settings/timezone.tsx;packages/db/src/schema/users.ts;packages/i18n/src/index.ts
02-auth-users-admin.md#T-03.04.01,Address CRUD for current profile,affected_by_identified_gap,115,False,F08,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:326,apps/api/src/profiles/profiles.controller.ts;apps/api/src/profiles/profiles.service.test.ts;apps/api/src/profiles/profiles.service.ts;apps/web/src/routeTree.gen.ts;apps/web/src/routes/_app/settings/addresses.tsx;apps/web/src/routes/_app/settings/index.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-03.04.02,Address in order flow,affected_by_identified_gap,116,False,F08,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:334,apps/api/src/app.module.ts;apps/api/src/orders/index.ts;apps/api/src/orders/orders.controller.test.ts;apps/api/src/orders/orders.controller.ts;apps/api/src/orders/orders.module.ts;apps/api/src/orders/orders.service.test.ts;apps/api/src/orders/orders.service.ts;apps/api/src/orders/products.controller.ts;apps/web/src/routes/_app/electricity/order.tsx;packages/db/drizzle/0006_create_orders.sql;packages/db/src/index.ts;packages/db/src/schema/orders.ts;packages/i18n/src/index.ts
02-auth-users-admin.md#T-04.01.01,Public TOS page,affected_by_identified_gap,117,False,F05,"F02,F22",kanban/epics/02-auth-users-admin.md:348,apps/api/src/app.module.ts;apps/api/src/tos/tos.controller.ts;apps/api/src/tos/tos.module.ts;apps/api/src/tos/tos.service.test.ts;apps/api/src/tos/tos.service.ts;apps/web/src/routeTree.gen.ts;apps/web/src/routes/terms.tsx;packages/db/drizzle/0007_create_tos_versions.sql;packages/db/src/index.ts;packages/db/src/schema/tos-versions.ts;packages/i18n/src/index.ts
02-auth-users-admin.md#T-04.01.02,TOS acceptance storage,affected_by_identified_gap,118,False,F05,"F02,F22",kanban/epics/02-auth-users-admin.md:356,apps/api/src/auth/auth.controller.ts;apps/api/src/auth/auth.service.ts;apps/api/src/tos/tos.controller.ts;apps/api/src/tos/tos.module.ts;apps/api/src/tos/tos.service.test.ts;apps/api/src/tos/tos.service.ts;packages/db/drizzle/0008_create_tos_acceptances.sql;packages/db/src/index.ts;packages/db/src/schema/tos-acceptances.ts;packages/db/src/seed/seed.test.ts
02-auth-users-admin.md#T-04.01.03,TOS re-acceptance flow,affected_by_identified_gap,119,False,F05,"F02,F22",kanban/epics/02-auth-users-admin.md:364,apps/api/src/auth/auth.module.ts;apps/api/src/auth/auth.service.ts;apps/api/src/tos/tos.service.test.ts;apps/api/src/tos/tos.service.ts;apps/web/src/components/TosBanner.tsx;apps/web/src/pages/AdminLayout.tsx;apps/web/src/pages/DashboardLayout.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-05.01.01,CRM users list page,affected_by_identified_gap,120,False,F15,"F02,F22",kanban/epics/02-auth-users-admin.md:378,apps/api/src/app.module.ts;apps/api/src/crm/crm.controller.ts;apps/api/src/crm/crm.module.ts;apps/api/src/crm/crm.service.test.ts;apps/api/src/crm/crm.service.ts;apps/api/src/crm/index.ts
02-auth-users-admin.md#T-05.01.02,CRM filters and search,affected_by_identified_gap,122,False,F15,"F02,F22",kanban/epics/02-auth-users-admin.md:386,apps/api/src/crm/crm.controller.ts;apps/api/src/crm/crm.service.test.ts;apps/api/src/crm/crm.service.ts;apps/api/vitest.config.ts;packages/tsconfig/vitest.base.config.ts
02-auth-users-admin.md#T-05.02.01,Full profile view for CRM staff,affected_by_identified_gap,123,False,F15,"F02,F22",kanban/epics/02-auth-users-admin.md:396,apps/api/src/crm/crm-v2.controller.ts;apps/api/src/crm/crm-v2.service.test.ts;apps/api/src/crm/crm-v2.service.ts;apps/api/src/crm/crm.module.ts;apps/api/src/crm/index.ts;apps/web/src/pages/AdminLayout.tsx;apps/web/src/pages/CrmLayout.tsx;apps/web/src/pages/CrmProfileDetail.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/crm.tsx;apps/web/src/routes/admin/crm/profiles.$profileId.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-05.02.02,Staff profile editing,affected_by_identified_gap,124,False,F15,"F02,F22",kanban/epics/02-auth-users-admin.md:404,apps/api/src/crm/crm-v2.controller.ts;apps/api/src/crm/crm-v2.service.test.ts;apps/api/src/crm/crm-v2.service.ts;apps/web/src/pages/CrmProfileDetail.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-05.02.03,Verification state management,affected_by_identified_gap,125,False,"F06,F11,F15","F02,F22",kanban/epics/02-auth-users-admin.md:412,apps/api/src/crm/crm-v2.controller.ts;apps/api/src/crm/crm-v2.service.test.ts;apps/api/src/crm/crm-v2.service.ts;packages/i18n/src/index.ts
02-auth-users-admin.md#T-05.02.04,Force password change and session expiry,affected_by_identified_gap,126,False,F15,"F02,F22",kanban/epics/02-auth-users-admin.md:420,apps/api/src/crm/crm-v2.controller.ts;apps/api/src/crm/crm-v2.service.test.ts;apps/api/src/crm/crm-v2.service.ts;apps/web/src/pages/CrmProfileDetail.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-05.02.05,Identity correction through verification case,affected_by_identified_gap,127,False,F15,"F02,F22",kanban/epics/02-auth-users-admin.md:428,apps/api/src/crm/crm.module.ts;apps/api/src/crm/index.ts;apps/api/src/crm/verification-case.controller.ts;apps/api/src/crm/verification-case.service.test.ts;apps/api/src/crm/verification-case.service.ts;packages/db/src/index.ts;packages/db/src/schema/verification-cases.ts
