PR,title,merged_at,branch,task_keys,URL
128,T-05.02.06: Profile deletion by staff (soft-delete),2026-08-25T22:17:52Z,feat/e02-t-05-02-06--profile-deletion,02-auth-users-admin.md#T-05.02.06,https://github.com/barghsadev/barghsa-core/pull/128
129,feat: create staff user endpoint (T-05.03.01),2026-08-25T22:40:30Z,feat/e02-t-05-03-01--create-staff-user,02-auth-users-admin.md#T-05.03.01,https://github.com/barghsadev/barghsa-core/pull/129
130,feat: staff role assignment (T-05.03.02),2026-08-25T22:53:18Z,feat/e02-t-05-03-02--staff-role-assignment,02-auth-users-admin.md#T-05.03.02,https://github.com/barghsadev/barghsa-core/pull/130
131,feat(e02): agent list for legal profile (T-05.04.01),2026-08-25T23:14:12Z,feat/e02-t-05-04-01--agent-list-for-legal-entity,02-auth-users-admin.md#T-05.04.01,https://github.com/barghsadev/barghsa-core/pull/131
132,feat(agents): implement agent invitation flow (T-05.04.02),2026-08-25T23:43:54Z,feat/e02-t-05-04-02--agent-invitation-flow,02-auth-users-admin.md#T-05.04.02,https://github.com/barghsadev/barghsa-core/pull/132
133,feat: accept/decline invitation flow (T-05.04.03),2026-08-26T00:09:27Z,feat/e02-t-05-04-03--accept-decline-invitation,02-auth-users-admin.md#T-05.04.03,https://github.com/barghsadev/barghsa-core/pull/133
134,"feat: agent permission matrix and AgentRoleGuard (T-05.04.04, first slice)",2026-08-26T00:21:07Z,feat/e02-t-05-04-04--agent-role-permissions,02-auth-users-admin.md#T-05.04.04,https://github.com/barghsadev/barghsa-core/pull/134
135,feat: ownership transfer initiation endpoint (T-05.04.05 first slice),2026-08-26T00:47:55Z,feat/e02-t-05-04-05--ownership-transfer,02-auth-users-admin.md#T-05.04.05,https://github.com/barghsadev/barghsa-core/pull/135
136,feat: profiles awaiting verification dashboard widget (T-05.05.01),2026-08-26T01:15:08Z,feat/e02-t-05-05-01--pending-verification-widget,02-auth-users-admin.md#T-05.05.01,https://github.com/barghsadev/barghsa-core/pull/136
137,feat: agent invitation dashboard widget (T-05.05.02),2026-08-26T01:23:22Z,feat/e02-t-05-05-02--agent-invitation-widget,02-auth-users-admin.md#T-05.05.02,https://github.com/barghsadev/barghsa-core/pull/137
138,feat: ticket creation endpoint (T-06.01.01),2026-08-26T01:38:41Z,feat/e02-t-06-01-01--ticket-creation,02-auth-users-admin.md#T-06.01.01,https://github.com/barghsadev/barghsa-core/pull/138
139,"feat: ticket list, detail, and comments API endpoints (T-06.01.02 slice 1)",2026-08-26T02:08:42Z,feat/e06-t-06-01-02-s1--ticket-list-api,02-auth-users-admin.md#T-06.01.02,https://github.com/barghsadev/barghsa-core/pull/139
140,feat: staff ticket management slice (T-06.01.03),2026-08-26T02:41:33Z,feat/e02-t-06-01-03--staff-ticket-management,02-auth-users-admin.md#T-06.01.03,https://github.com/barghsadev/barghsa-core/pull/140
141,feat: profile verification mode setting (T-07.01.01),2026-08-26T03:11:13Z,feat/e02-t-07-01-01--verification-mode-setting,02-auth-users-admin.md#T-07.01.01,https://github.com/barghsadev/barghsa-core/pull/141
142,feat: verification provider adapter framework (T-07.01.02),2026-08-26T03:34:31Z,feat/e02-t-07-01-02--api-verification-provider,02-auth-users-admin.md#T-07.01.02,https://github.com/barghsadev/barghsa-core/pull/142
143,feat(e08): dashboard page layout with overview cards and API endpoint,2026-08-26T04:55:06Z,feat/e08-t-08-01-01--dashboard-page,02-auth-users-admin.md#T-08.01.01,https://github.com/barghsadev/barghsa-core/pull/143
144,feat(core-business): create products table with full product catalog schema,2026-08-26T05:26:39Z,feat/e03-t-03-01-01-01--products-table,03-core-business.md#T-03.01.01.01,https://github.com/barghsadev/barghsa-core/pull/144
145,feat(db): create product_price_versions table for versioned pricing,2026-08-26T05:40:05Z,feat/e03-t-03-01-01-02--product-price-versions,03-core-business.md#T-03.01.01.02,https://github.com/barghsadev/barghsa-core/pull/145
146,feat(e02): implement in-app notification stub and verification notifications (T-07.01.03),2026-08-26T06:16:43Z,feat/e02-t-07-01-03--verification-notification,02-auth-users-admin.md#T-07.01.03,https://github.com/barghsadev/barghsa-core/pull/146
147,feat(db): create product_categories table (T-03.01.01.03),2026-08-26T06:27:59Z,feat/e03-t-03-01-01-03--product-categories,03-core-business.md#T-03.01.01.03,https://github.com/barghsadev/barghsa-core/pull/147
148,feat(db): create electricity_product_limits table (T-03.01.01.04),2026-08-26T06:41:41Z,feat/e03-t-03-01-01-04--electricity-product-limits,03-core-business.md#T-03.01.01.04,https://github.com/barghsadev/barghsa-core/pull/148
149,"feat(e04): create wallet foundation — wallets table, WalletService, API module",2026-08-26T08:47:45Z,feat/e04-t-04-2-01-01--wallets-table,04-invoices-wallet-contracts.md#T-04.2.01.01;04-invoices-wallet-contracts.md#T-04.2.01.02,https://github.com/barghsadev/barghsa-core/pull/149
150,feat(db): create invoices table schema (T-04.1.01.01),2026-08-26T09:15:14Z,feat/e04-t-04-1-01-01--invoice-table,04-invoices-wallet-contracts.md#T-04.1.01.01,https://github.com/barghsadev/barghsa-core/pull/150
151,feat(db): create invoice_state enum with all 9 states,2026-08-26T09:27:10Z,feat/e04-t-04-1-01-02--invoice-state-enum,04-invoices-wallet-contracts.md#T-04.1.01.02,https://github.com/barghsadev/barghsa-core/pull/151
152,"feat(e04): InvoiceStateMachine service — guards, transition validation, audit emission",2026-08-26T09:59:08Z,feat/e04-t-04-1-01-03--invoice-state-machine,04-invoices-wallet-contracts.md#T-04.1.01.03,https://github.com/barghsadev/barghsa-core/pull/152
153,"feat(e02): WalletBalanceCard — IRR+Toman display, low-balance warning",2026-08-26T10:15:16Z,feat/e02-t-08-01-02--wallet-balance-card,02-auth-users-admin.md#T-08.01.02,https://github.com/barghsadev/barghsa-core/pull/153
154,feat(dashboard): quick status cards with icon+count+color-coding (T-08.01.03),2026-08-26T10:42:44Z,feat/e02-t-08-01-03--quick-status-cards,02-auth-users-admin.md#T-08.01.03,https://github.com/barghsadev/barghsa-core/pull/154
155,feat(admin): branding settings page with Draft/Active lifecycle (T-09.01.01),2026-08-26T11:08:10Z,feat/e02-t-09-01-01--branding-settings,02-auth-users-admin.md#T-09.01.01,https://github.com/barghsadev/barghsa-core/pull/155
156,feat(e02): apply brand theme to auth pages and public UI (T-09.01.02),2026-08-26T11:32:00Z,feat/e09-t-09-01-02--theme-application,02-auth-users-admin.md#T-09.01.02,https://github.com/barghsadev/barghsa-core/pull/156
157,feat: admin province CRUD (T-09.02.01),2026-08-26T12:15:57Z,feat/e09-t-09-02-01--province-crud,02-auth-users-admin.md#T-09.02.01,https://github.com/barghsadev/barghsa-core/pull/157
158,feat: admin city CRUD (T-09.02.02),2026-08-26T12:45:00Z,feat/e09-t-09-02-02--city-crud,02-auth-users-admin.md#T-09.02.02,https://github.com/barghsadev/barghsa-core/pull/158
159,feat(tos): admin TOS editor with draft/publish lifecycle (T-09.03.01),2026-08-26T13:09:15Z,feat/e09-t-09-03-01--tos-editor,02-auth-users-admin.md#T-09.03.01,https://github.com/barghsadev/barghsa-core/pull/159
160,feat(tos): TOS version history with read-only detail view (T-09.03.02),2026-08-26T13:21:26Z,feat/e02-t-09-03-02--tos-version-history,02-auth-users-admin.md#T-09.03.02,https://github.com/barghsadev/barghsa-core/pull/160
161,feat: notification template editor (T-09.04.01),2026-08-26T15:49:09Z,feat/e09-t-09-04-01--notification-template-editor,02-auth-users-admin.md#T-09.04.01,https://github.com/barghsadev/barghsa-core/pull/161
162,feat(admin): staff role management with effective permissions (T-09.05.01),2026-08-26T16:21:44Z,feat/e02-t-09-05-01--staff-role-management,02-auth-users-admin.md#T-09.05.01,https://github.com/barghsadev/barghsa-core/pull/162
163,"feat(e05): notification module scaffold — transport interface, outbox/job tables, worker reader",2026-08-26T22:58:27Z,feat/e05-t-05-01-01--notification-scaffold,05-notifications-documents-ai.md#T-05.01.01,https://github.com/barghsadev/barghsa-core/pull/163
164,feat(e05): durable outbox write pipeline — transactional enqueue + dispatch runner (T-05.01.02),2026-08-26T23:26:13Z,feat/e05-t-05-01-02--outbox-write-pipeline,05-notifications-documents-ai.md#T-05.01.02,https://github.com/barghsadev/barghsa-core/pull/164
165,feat(worker): job queue retry schedule with jitter and dead-letter (T-05.01.03),2026-08-27T00:06:22Z,feat/e05-t-05-01-03--job-retry-schedule,05-notifications-documents-ai.md#T-05.01.03,https://github.com/barghsadev/barghsa-core/pull/165
166,feat(e05): per-channel idempotency for notification delivery (T-05.01.04),2026-08-27T00:26:25Z,feat/e05-t-05-01-04--idempotency-delivery,05-notifications-documents-ai.md#T-05.01.04,https://github.com/barghsadev/barghsa-core/pull/166
167,feat(e05): status tracking & delivery logs for notification outbox (T-05.01.05),2026-08-27T01:11:36Z,feat/e05-t-05-01-05--delivery-logs,05-notifications-documents-ai.md#T-05.01.05,https://github.com/barghsadev/barghsa-core/pull/167
168,feat(e05): dead-letter queue & admin UI (T-05.01.06),2026-08-27T02:58:52Z,feat/e05-t-05-01-06--dead-letter-queue,05-notifications-documents-ai.md#T-05.01.06,https://github.com/barghsadev/barghsa-core/pull/168
169,feat(e05): worker notification metrics & observability (T-05.01.07),2026-08-27T03:19:30Z,feat/e05-t-05-01-07--worker-metrics,05-notifications-documents-ai.md#T-05.01.07,https://github.com/barghsadev/barghsa-core/pull/169
170,feat(notifications): in-app notification entity & transport (T-05.02.01),2026-08-27T03:46:37Z,feat/e05-t-05-02-01--in-app-notifications,05-notifications-documents-ai.md#T-05.02.01,https://github.com/barghsadev/barghsa-core/pull/170
171,feat(notifications): notification center API (T-05.02.02),2026-08-27T04:32:52Z,feat/e05-t-05-02-02--notification-center-api,05-notifications-documents-ai.md#T-05.02.02,https://github.com/barghsadev/barghsa-core/pull/171
172,feat(web): notification center UI (T-05.02.03),2026-08-27T04:54:04Z,feat/e05-t-05-02-03--notification-center-ui,05-notifications-documents-ai.md#T-05.02.03,https://github.com/barghsadev/barghsa-core/pull/172
173,feat(web): real-time notification badge polling & title (T-05.02.04),2026-08-27T05:11:11Z,feat/e05-t-05-02-04--notification-polling,05-notifications-documents-ai.md#T-05.02.04,https://github.com/barghsadev/barghsa-core/pull/173
174,feat(notifications): notification type registry & classification (T-05.03.01),2026-08-27T05:30:43Z,feat/e05-t-05-03-01--notification-type-registry,05-notifications-documents-ai.md#T-05.03.01,https://github.com/barghsadev/barghsa-core/pull/174
175,feat(notifications): delivery window logic (T-05.03.02),2026-08-27T06:03:19Z,feat/e05-t-05-03-02--delivery-window,05-notifications-documents-ai.md#T-05.03.02,https://github.com/barghsadev/barghsa-core/pull/175
176,feat(notifications): admin delivery-window configuration UI (T-05.03.03),2026-08-27T08:29:45Z,feat/e05-t-05-03-03--admin-delivery-window-2009,05-notifications-documents-ai.md#T-05.03.03,https://github.com/barghsadev/barghsa-core/pull/176
177,feat(notifications): template variables carry descriptions (T-05.04.01),2026-08-27T08:58:36Z,feat/e05-t-05-04-01--template-variable-descriptions,05-notifications-documents-ai.md#T-05.04.01,https://github.com/barghsadev/barghsa-core/pull/177
178,feat(api): hardened notification template engine (T-05.04.02),2026-08-27T11:34:53Z,feat/e05-t-05-04-02--template-engine,05-notifications-documents-ai.md#T-05.04.02,https://github.com/barghsadev/barghsa-core/pull/178
179,feat(web): notification template preview panel (T-05.04.03),2026-08-27T12:13:51Z,feat/e05-t-05-04-03--template-preview,05-notifications-documents-ai.md#T-05.04.03,https://github.com/barghsadev/barghsa-core/pull/179
180,T-05.04.04: Template test-send destination validation & tracking,2026-08-27T12:40:00Z,feat/e05-t-05-04-04--template-test-send,05-notifications-documents-ai.md#T-05.04.04,https://github.com/barghsadev/barghsa-core/pull/180
181,T-05.04.05: Seed initial notification templates (T-05.04.05),2026-08-27T13:30:15Z,feat/e05-t-05-04-05--template-seeding,05-notifications-documents-ai.md#T-05.04.05,https://github.com/barghsadev/barghsa-core/pull/181
182,feat(db): notification category model & marketing consent preferences (T-05.05.01),2026-08-27T13:45:06Z,feat/e05-t-05-05-01--notification-category-model,05-notifications-documents-ai.md#T-05.05.01,https://github.com/barghsadev/barghsa-core/pull/182
183,feat(worker): channel availability rules (T-05.05.02),2026-08-27T14:09:34Z,feat/e05-t-05-05-02--channel-availability-rules,05-notifications-documents-ai.md#T-05.05.02,https://github.com/barghsadev/barghsa-core/pull/183
184,feat(notifications): marketing consent UI in profile settings (T-05.05.03),2026-08-27T14:34:09Z,feat/e05-t-05-05-03--marketing-consent-hist-2610,05-notifications-documents-ai.md#T-05.05.03,https://github.com/barghsadev/barghsa-core/pull/184
185,feat(notifications): email provider config entity & lifecycle (T-05.06.01),2026-08-27T15:06:11Z,feat/e05-t-05-06-01--email-provider-config,05-notifications-documents-ai.md#T-05.06.01,https://github.com/barghsadev/barghsa-core/pull/185
186,feat(e05): SMTP provider configuration & connection testing (T-05.06.02),2026-08-27T15:45:18Z,feat/e05-t-05-06-02--smtp-configuration,05-notifications-documents-ai.md#T-05.06.02,https://github.com/barghsadev/barghsa-core/pull/186
187,Resend email provider configuration & test-send (T-05.06.03),2026-08-27T16:04:49Z,feat/e05-t-05-06-03--resend-config,05-notifications-documents-ai.md#T-05.06.03,https://github.com/barghsadev/barghsa-core/pull/187
188,feat(web): email provider admin UI (T-05.06.04),2026-08-27T17:55:41Z,feat/e05-t-05-06-04--provider-admin-ui,05-notifications-documents-ai.md#T-05.06.04,https://github.com/barghsadev/barghsa-core/pull/188
189,feat(api): provider secrets encryption & masking (T-05.06.05),2026-08-27T19:00:36Z,feat/e05-t-05-06-05--provider-secrets,05-notifications-documents-ai.md#T-05.06.05,https://github.com/barghsadev/barghsa-core/pull/189
190,feat(notifications): email provider circuit breaker (T-05.06.06),2026-08-27T19:28:28Z,feat/e05-t-05-06-06--email-circuit-breaker,05-notifications-documents-ai.md#T-05.06.06,https://github.com/barghsadev/barghsa-core/pull/190
191,feat(notifications): Resend delivery callback webhooks (T-05.06.07),2026-08-27T20:02:46Z,feat/e05-t-05-06-07--email-delivery-callbacks,05-notifications-documents-ai.md#T-05.06.07,https://github.com/barghsadev/barghsa-core/pull/191
192,feat(api): enforce admin:notification-providers:edit + step-up auth on email provider config (T-09.06.01),2026-08-27T20:16:44Z,feat/e02-t-09-06-01--email-transport-config,02-auth-users-admin.md#T-09.06.01,https://github.com/barghsadev/barghsa-core/pull/192
193,feat(provider-config): SMS.ir provider configuration lifecycle (T-09.06.02),2026-08-27T21:23:19Z,feat/e02-t-09-06-02--smsir-provider-config,02-auth-users-admin.md#T-09.06.02,https://github.com/barghsadev/barghsa-core/pull/193
194,feat(admin): delivery-window config step-up + permission gate (T-09.06.03),2026-08-27T21:49:33Z,feat/e02-t-09-06-03--delivery-window-auth,02-auth-users-admin.md#T-09.06.03,https://github.com/barghsadev/barghsa-core/pull/194
195,feat(admin): dual-approval threshold configuration (T-09.07.01),2026-08-27T22:05:49Z,feat/e02-t-09-07-01--dual-approval-threshold,02-auth-users-admin.md#T-09.07.01,https://github.com/barghsadev/barghsa-core/pull/195
196,feat(admin): dual-approval approval request lifecycle (T-09.07.02 slice),2026-08-27T22:24:55Z,feat/e02-t-09-07-02--dual-approval-workflow,02-auth-users-admin.md#T-09.07.02,https://github.com/barghsadev/barghsa-core/pull/196
197,feat(admin): service response targets config + breach scan (T-09.08.01),2026-08-27T23:07:41Z,feat/e02-t-09-08-01--service-response-targets,02-auth-users-admin.md#T-09.08.01,https://github.com/barghsadev/barghsa-core/pull/197
198,"feat(admin,db): staff teams + assignment rules config (T-09.08.02 slice 1)",2026-08-28T07:06:55Z,feat/e02-t-09-08-02--staff-teams-assignment,02-auth-users-admin.md#T-09.08.02,https://github.com/barghsadev/barghsa-core/pull/198
199,"feat(admin,db,worker,shared): service escalation policy and scanner (T-09.08.03)",2026-08-28T08:00:19Z,feat/e09-t-09-08-03--escalation-alerts,02-auth-users-admin.md#T-09.08.03,https://github.com/barghsadev/barghsa-core/pull/199
200,feat(admin): reconciliation exceptions review surface (T-09.09.01),2026-08-28T08:25:37Z,feat/e02-t-09-09-01--reconciliation-exceptions,02-auth-users-admin.md#T-09.09.01,https://github.com/barghsadev/barghsa-core/pull/200
201,feat(admin): failed-jobs dashboard for background-job triage (T-09.09.02),2026-08-28T08:56:15Z,feat/e02-t-09-09-02--failed-jobs-dashboard,02-auth-users-admin.md#T-09.09.02,https://github.com/barghsadev/barghsa-core/pull/201
202,chore(loop): T-09.09.02 merged (PR #201) — return to idle,2026-08-28T08:58:09Z,chore/t090902-state,02-auth-users-admin.md#T-09.09.02,https://github.com/barghsadev/barghsa-core/pull/202
203,feat(admin): dead-letter notifications triage surface (T-09.09.03),2026-08-28T09:53:37Z,feat/e02-t-09-09-03--dead-letter-notifications,02-auth-users-admin.md#T-09.09.03,https://github.com/barghsadev/barghsa-core/pull/203
204,feat(admin): configurable online wallet top-up limit (T-09.10.01),2026-08-28T10:18:46Z,feat/e02-t-09-10-01--wallet-topup-limit,02-auth-users-admin.md#T-09.10.01,https://github.com/barghsadev/barghsa-core/pull/204
205,feat(admin): mandatory green-electricity rules config (T-09.10.02),2026-08-28T10:42:35Z,feat/e02-t-09-10-02--green-electricity-rules,02-auth-users-admin.md#T-09.10.02,https://github.com/barghsadev/barghsa-core/pull/205
206,feat(admin): green rule activation safety check (T-09.10.03),2026-08-28T11:06:27Z,feat/e02-t-09-10-03--green-rule-activation-safety,02-auth-users-admin.md#T-09.10.03,https://github.com/barghsadev/barghsa-core/pull/206
207,"feat(admin): AI model management API — CRUD, encrypted tokens, test ping (T-09.11.01, API slice)",2026-08-28T11:33:35Z,feat/e02-t-09-11-01--ai-model-management,02-auth-users-admin.md#T-09.11.01,https://github.com/barghsadev/barghsa-core/pull/207
208,feat(admin): knowledge base & KB group management API (T-09.11.02),2026-08-28T12:27:25Z,feat/e02-t-09-11-02--knowledge-bases,02-auth-users-admin.md#T-09.11.02,https://github.com/barghsadev/barghsa-core/pull/208
209,feat(admin): AI policy & policy group management API (T-09.11.03),2026-08-28T13:14:47Z,feat/e02-t-09-11-03--ai-policy-management,02-auth-users-admin.md#T-09.11.03,https://github.com/barghsadev/barghsa-core/pull/209
210,"feat(admin): AI agent management CRUD + model/KB/policy links (T-09.11.04, slice 1)",2026-08-28T14:04:36Z,feat/e02-t-09-11-04--ai-agent-management,02-auth-users-admin.md#T-09.11.04,https://github.com/barghsadev/barghsa-core/pull/210
211,feat(admin): AI agent slot assignment API (T-09.11.05),2026-08-28T14:37:49Z,feat/e02-t-09-11-05--agent-slot-assignment,02-auth-users-admin.md#T-09.11.05,https://github.com/barghsadev/barghsa-core/pull/211
212,feat(admin): product catalogue management API (T-09.12.01),2026-08-28T15:23:35Z,feat/e02-t-09-12-01--admin-catalogue,02-auth-users-admin.md#T-09.12.01,https://github.com/barghsadev/barghsa-core/pull/212
213,"feat(admin): VAT configuration — versioned rates, product overrides, resolution seam (T-09.12.02)",2026-08-28T16:11:49Z,feat/e09-t-09-12-02--vat-config,02-auth-users-admin.md#T-09.12.02,https://github.com/barghsadev/barghsa-core/pull/213
214,feat(admin): gift code management with atomic order-creation redemption (T-09.12.03),2026-08-28T17:02:26Z,feat/e09-t-09-12-03--gift-code-management,02-auth-users-admin.md#T-09.12.03,https://github.com/barghsadev/barghsa-core/pull/214
215,feat(admin): contract template management with placeholders and versioning (T-09.12.04),2026-08-28T18:22:47Z,feat/e02-t-09-12-04--contract-templates,02-auth-users-admin.md#T-09.12.04,https://github.com/barghsadev/barghsa-core/pull/215
216,feat(admin): upload policy configuration — versioned per-category policies enforced against deployment limits (T-09.12.05),2026-08-29T16:27:01Z,feat/e02-t-09-12-05--upload-policies,02-auth-users-admin.md#T-09.12.05,https://github.com/barghsadev/barghsa-core/pull/216
217,feat(admin): contract electricity limits configuration (T-09.12.06),2026-08-29T16:50:01Z,feat/e02-t-09-12-06--contract-electricity-limits,02-auth-users-admin.md#T-09.12.06,https://github.com/barghsadev/barghsa-core/pull/217
218,feat(admin): staff user list and disable endpoints (T-10.01.01),2026-08-29T17:08:52Z,feat/e10-t-10-01-01--staff-user-list,02-auth-users-admin.md#T-10.01.01,https://github.com/barghsadev/barghsa-core/pull/218
219,feat(admin): staff permission audit view (T-10.01.02),2026-08-29T17:20:33Z,feat/e10-t-10-01-02--staff-permission-audit,02-auth-users-admin.md#T-10.01.02,https://github.com/barghsadev/barghsa-core/pull/219
220,feat(db): enforce invoice amount CHECK constraints (T-04.1.01.04),2026-08-29T17:40:27Z,feat/e04-t-04-01-01-04--invoice-amount-constraints,04-invoices-wallet-contracts.md#T-04.1.01.04,https://github.com/barghsadev/barghsa-core/pull/220
221,feat(invoice): audit repository for invoice state transitions (T-04.1.01.05),2026-08-29T17:52:54Z,feat/e04-t-04-01-01-05--invoice-audit-repository,04-invoices-wallet-contracts.md#T-04.1.01.05,https://github.com/barghsadev/barghsa-core/pull/221
222,feat(invoice): real-DB integration tests for the invoice state machine (T-04.1.01.06),2026-08-29T18:14:17Z,feat/e04-t-04-1-01-06--invoice-state-machine-integration-tests,04-invoices-wallet-contracts.md#T-04.1.01.06,https://github.com/barghsadev/barghsa-core/pull/222
223,feat(db): invoice_lines and invoice_items tables with FKs and constraints (T-04.1.02.01),2026-08-29T18:26:08Z,feat/e04-t-04-1-02-01--invoice-lines-items-tables,04-invoices-wallet-contracts.md#T-04.1.02.01,https://github.com/barghsadev/barghsa-core/pull/223
224,feat(invoice): ManualInvoiceService with atomic create+issue (T-04.1.02.02),2026-08-29T19:04:08Z,feat/e04-t-04-1-02-02--manual-invoice-service,04-invoices-wallet-contracts.md#T-04.1.02.02,https://github.com/barghsadev/barghsa-core/pull/224
225,feat(invoice): AutoInvoiceService with atomic order-linked creation (T-04.1.02.03),2026-08-29T19:46:13Z,feat/e04-t-04-1-02-03--auto-invoice-service,04-invoices-wallet-contracts.md#T-04.1.02.03,https://github.com/barghsadev/barghsa-core/pull/225
226,feat(invoice): VAT calculation module with category default / product override resolution (T-04.1.02.04),2026-08-29T20:08:23Z,feat/e04-t-04-1-02-04--vat-calculation-module,04-invoices-wallet-contracts.md#T-04.1.02.04,https://github.com/barghsadev/barghsa-core/pull/226
227,feat(invoice): link invoice to origin with nullable order/contract/consultation FKs (T-04.1.02.05),2026-08-29T20:22:51Z,feat/e04-t-04-1-02-05--invoice-origin-fks,04-invoices-wallet-contracts.md#T-04.1.02.05,https://github.com/barghsadev/barghsa-core/pull/227
228,feat(invoice): enforce idempotency with unique order_id+type index (T-04.1.02.06),2026-08-29T20:37:25Z,feat/e04-t-04-1-02-06--invoice-type-idempotency,04-invoices-wallet-contracts.md#T-04.1.02.06,https://github.com/barghsadev/barghsa-core/pull/228
229,feat(invoice): RoundingService.roundHalfUp with table-driven tests (T-04.1.02.07),2026-08-29T20:53:21Z,feat/e04-t-04-1-02-07--rounding-service,04-invoices-wallet-contracts.md#T-04.1.02.07,https://github.com/barghsadev/barghsa-core/pull/229
231,feat: 04-invoices-wallet-contracts.md#T-04.1.02.08,2026-08-30T00:37:45Z,feat/e04-t-04-1-02-08--add-invoice_calculation_snapshot-jsonb-c,04-invoices-wallet-contracts.md#T-04.1.02.08,https://github.com/barghsadev/barghsa-core/pull/231
232,feat(invoice): add invoice_calculation_snapshot JSONB for reproducibility (T-04.1.02.08),2026-08-30T02:29:15Z,feat/e04-t-04-1-02-08--add-invoice_calculation_snapshot-jso,04-invoices-wallet-contracts.md#T-04.1.02.08,https://github.com/barghsadev/barghsa-core/pull/232
233,test(invoice): replay calculation snapshots to prove identical totals (T-04.1.02.09),2026-08-30T10:48:28Z,feat/e04-t-04-1-02-09--verify-reproducibility-integration-t,04-invoices-wallet-contracts.md#T-04.1.02.09,https://github.com/barghsadev/barghsa-core/pull/233
234,fix(loop): type Codex review schema fields,2026-08-30T10:41:51Z,fix/codex-review-schema-types,,https://github.com/barghsadev/barghsa-core/pull/234
235,fix(loop): review PRs after main advances,2026-08-30T10:44:46Z,fix/loop-stale-pr-base,,https://github.com/barghsadev/barghsa-core/pull/235
236,feat(invoice): add service_due_periods admin config table (T-04.1.03.01),2026-08-30T11:05:28Z,feat/e04-t-04-1-03-01--add-service_due_periods-admin-config,04-invoices-wallet-contracts.md#T-04.1.03.01,https://github.com/barghsadev/barghsa-core/pull/236
237,feat(invoice): calculate dueAt from issuedAt + config days (T-04.1.03.02),2026-08-30T11:23:29Z,feat/e04-t-04-1-03-02--add-dueat-calculation-logic-issuedat,04-invoices-wallet-contracts.md#T-04.1.03.02,https://github.com/barghsadev/barghsa-core/pull/237
238,feat(invoice): staff dueAt override UI/API with audited reason (T-04.1.03.03),2026-08-30T11:54:30Z,feat/e04-t-04-1-03-03--build-staff-override-ui-api-override,04-invoices-wallet-contracts.md#T-04.1.03.03,https://github.com/barghsadev/barghsa-core/pull/238
239,feat(invoice): mark past-due invoices Overdue via worker cron (T-04.1.03.04),2026-08-30T12:27:31Z,feat/e04-t-04-1-03-04--cron-job-mark-invoices-past-dueat-as,04-invoices-wallet-contracts.md#T-04.1.03.04,https://github.com/barghsadev/barghsa-core/pull/239
240,feat(invoice): add invoice_reminder_schedule table (T-04.1.04.01),2026-08-30T12:43:31Z,feat/e04-t-04-1-04-01--design-invoice_reminder_schedule-tab,04-invoices-wallet-contracts.md#T-04.1.04.01,https://github.com/barghsadev/barghsa-core/pull/240
241,feat(invoice): ReminderScheduler worker on invoice issue (T-04.1.04.02),2026-08-30T20:42:44Z,feat/e04-t-04-1-04-02--build-reminderscheduler-worker-on-in,04-invoices-wallet-contracts.md#T-04.1.04.02,https://github.com/barghsadev/barghsa-core/pull/241
242,fix(loop): allow ten fix attempts,2026-08-30T20:16:37Z,fix/loop-max-fix-attempts-10,,https://github.com/barghsadev/barghsa-core/pull/242
243,feat(invoice): ReminderSender hourly worker via outbox (T-04.1.04.03),2026-08-31T00:09:23Z,feat/e04-t-04-1-04-03--build-remindersender-worker-cron-eve,04-invoices-wallet-contracts.md#T-04.1.04.03,https://github.com/barghsadev/barghsa-core/pull/243
244,feat(invoice): unique reminder schedule index for idempotency (T-04.1.04.04),2026-08-31T00:23:23Z,feat/e04-t-04-1-04-04--enforce-idempotency-unique-index-on-,04-invoices-wallet-contracts.md#T-04.1.04.04,https://github.com/barghsadev/barghsa-core/pull/244
245,feat(invoice): admin toggle UI for reminder offsets per service type (T-04.1.04.05),2026-08-31T02:13:40Z,feat/e04-t-04-1-04-05--admin-toggle-ui-enable-disable-each-,04-invoices-wallet-contracts.md#T-04.1.04.05,https://github.com/barghsadev/barghsa-core/pull/245
246,feat(invoice): stop reminders when invoice enters Paid/Cancelled/Refunded (T-04.1.04.06),2026-08-31T02:33:40Z,feat/e04-t-04-1-04-06--stop-reminders-when-invoice-enters-p,04-invoices-wallet-contracts.md#T-04.1.04.06,https://github.com/barghsadev/barghsa-core/pull/246
247,feat(invoice): add replacesInvoiceId and adjustmentForInvoiceId self-FKs (T-04.1.05.01),2026-08-31T02:49:27Z,feat/e04-t-04-1-05-01--add-replacesinvoiceid-and-adjustment,04-invoices-wallet-contracts.md#T-04.1.05.01,https://github.com/barghsadev/barghsa-core/pull/247
248,feat(invoice): cancel and replace unpaid invoices with a linked replacement (T-04.1.05.02),2026-08-31T03:24:28Z,feat/e04-t-04-1-05-02--build-cancelandreplaceinvoice-invoic,04-invoices-wallet-contracts.md#T-04.1.05.02,https://github.com/barghsadev/barghsa-core/pull/248
249,feat(invoice): create linked post-payment adjustment invoices (T-04.1.05.03),2026-08-31T04:19:43Z,feat/e04-t-04-1-05-03--build-createadjustmentinvoice-origin,04-invoices-wallet-contracts.md#T-04.1.05.03,https://github.com/barghsadev/barghsa-core/pull/249
